firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,marketSubBusinessLine,competency,subCompetency
Claudius,Moina,Clissett,263-60-8192,357-79-6808,mclissettmk@ft.com,Male,4,12,Puce,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
Adria,Xena,Criag,601-77-2251,755-86-7958,xcriagml@un.org,Female,15,11,Maroon,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Anselma,Eran,Zaple,379-86-3249,625-32-7116,ezaplemm@ibm.com,Female,6,10,Indigo,Net Sourcing,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
Elysha,Sheelah,Brambell,868-07-0969,368-23-8442,sbrambellmn@nbcnews.com,Female,16,14,Khaki,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Keen,Madelena,Jiran,888-49-2890,796-75-9799,mjiranmo@epa.gov,Male,3,12,Indigo,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Silvan,Camellia,Doram,430-96-5685,149-62-0172,cdorammp@360.cn,Male,15,15,Goldenrod,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P ACTT,Prod Staff
Ferne,Ester,Blunkett,216-64-1663,296-27-8575,eblunkettmq@loc.gov,Female,17,15,Pink,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Denice,Tamqrah,Bischof,681-42-6019,768-57-7019,tbischofmr@ezinearticles.com,Female,9,2,Khaki,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Eydie,Elianore,Pudge,608-74-2254,243-24-5464,epudgems@cornell.edu,Female,10,8,Crimson,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Corabel,Carlina,Coppledike,306-66-6948,528-01-7415,ccoppledikemt@mac.com,Female,7,2,Goldenrod,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Leonore,Caroljean,Adamiak,888-82-9604,676-90-8077,cadamiakmu@drupal.org,Female,8,11,Goldenrod,Referral,Joined,FY20 P1,National,PROD STAFF,MS&P ACTT,Prod Staff
Janot,Bernardina,Glaum,820-32-9922,457-33-2518,bglaummv@home.pl,Female,6,3,Crimson,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Hazel,Dre,Flew,435-97-7214,107-28-0134,dflewmw@blinklist.com,Male,16,4,Yellow,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Tildie,Talyah,Bremen,342-27-8646,724-78-9455,tbremenmx@newyorker.com,Female,13,20,Yellow,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
Michele,Chicky,Daleman,601-34-9705,119-82-5520,cdalemanmy@washington.edu,Female,7,5,Goldenrod,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Rosemaria,Janna,Feasby,803-02-1771,382-52-9774,jfeasbymz@quantcast.com,Female,10,9,Mauv,Referral,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Legra,Kirbie,Jiggen,852-76-6057,638-16-0504,kjiggenn0@wordpress.com,Female,14,15,Goldenrod,Net Sourcing,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Urbain,Sherrie,Eilhermann,133-60-5648,664-15-3684,seilhermannn1@redcross.org,Male,14,13,Pink,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Pace,Samantha,Gunbie,735-11-1233,712-99-2220,sgunbien2@theatlantic.com,Male,12,6,Indigo,PDAT,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Emelda,Jane,McGirl,253-41-6739,575-53-0681,jmcgirln3@ifeng.com,Female,12,17,Violet,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Dennet,Raquel,Kent,875-41-5608,764-81-3328,rkentn4@com.com,Male,18,13,Crimson,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Gloriana,Mollee,Duke,329-81-0434,699-80-1294,mduken5@java.com,Female,18,11,Violet,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Sherwood,Nicolle,Baelde,164-05-3285,175-08-7726,nbaelden6@so-net.ne.jp,Male,15,19,Indigo,Referral,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Lynnell,Pietra,Collingwood,874-17-5630,838-79-7759,pcollingwoodn7@microsoft.com,Female,20,17,Teal,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Ahmed,Tilda,Bleckly,468-92-6829,651-61-8996,tblecklyn8@google.de,Male,8,11,Fuscia,Internal Mobility,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Daveen,Olenka,Croose,474-35-6942,479-81-1317,ocroosen9@vinaora.com,Female,11,1,Crimson,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Myrah,Cordula,Freddi,870-52-8242,766-49-5139,cfreddina@pinterest.com,Female,5,14,Red,Net Sourcing,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Dareen,Corie,Nowaczyk,286-99-7935,367-45-5541,cnowaczyknb@discovery.com,Female,15,10,Red,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Parke,Kristel,Frankis,804-06-9218,368-60-4784,kfrankisnc@wikispaces.com,Male,2,9,Pink,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Arthur,Minerva,Wormald,460-36-4404,224-91-9679,mwormaldnd@hexun.com,Male,11,1,Mauv,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Darb,Maxi,O' Clovan,111-02-8546,756-42-8684,moclovanne@miibeian.gov.cn,Male,11,19,Violet,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
Thurston,Marinna,Rillstone,849-99-9235,797-80-1507,mrillstonenf@archive.org,Male,15,20,Purple,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Vin,Aeriel,Lilian,243-72-5705,410-98-1686,alilianng@themeforest.net,Female,3,20,Teal,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Lorain,Angela,Frankham,337-84-2851,558-34-8564,afrankhamnh@netscape.com,Female,2,2,Blue,PDAT,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Donielle,Kassandra,Prowse,809-29-8588,389-69-2097,kprowseni@smugmug.com,Female,16,13,Maroon,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Edd,Kathi,Marris,421-07-5345,293-94-7387,kmarrisnj@sakura.ne.jp,Male,18,17,Green,PDAT,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Jocelin,Tommi,Clapp,723-51-6475,896-31-0338,tclappnk@state.tx.us,Female,9,11,Blue,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Maxy,Tresa,Costley,399-77-6015,801-68-5841,tcostleynl@people.com.cn,Female,8,18,Crimson,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Delmore,Lindi,Busek,131-89-2732,594-63-5733,lbuseknm@oaic.gov.au,Male,12,7,Purple,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,D3,SQL DBA
Abagail,Diane,Killeen,436-75-4111,354-07-0898,dkilleennn@prweb.com,Female,10,19,Green,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Zak,Sari,Kemmer,326-11-4658,309-67-5369,skemmerno@google.nl,Male,13,8,Mauv,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Doro,Clarissa,Mayes,375-83-1111,110-86-5685,cmayesnp@mysql.com,Female,13,15,Red,Net Sourcing,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Shanta,Billye,Burdytt,820-24-8611,142-24-6854,bburdyttnq@sitemeter.com,Female,11,1,Goldenrod,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Lynde,Lil,Dominik,577-50-2426,487-71-4252,ldominiknr@globo.com,Female,19,20,Puce,Net Sourcing,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Arden,Torey,Caltun,262-66-6656,204-08-1247,tcaltunns@dmoz.org,Female,1,19,Purple,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Ailee,Cammy,Fancett,382-67-5657,103-43-5866,cfancettnt@google.com.hk,Female,8,18,Indigo,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Gerda,Micheline,Sainthill,421-58-8285,403-11-8810,msainthillnu@shop-pro.jp,Female,10,14,Turquoise,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Bernie,Trescha,Furneaux,372-95-5691,421-37-6807,tfurneauxnv@jugem.jp,Male,17,7,Indigo,Referral,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Vally,Adora,Marrable,264-70-9286,712-01-9424,amarrablenw@nytimes.com,Female,8,6,Violet,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Efren,Michelle,Imort,508-71-0110,102-84-4569,mimortnx@irs.gov,Male,10,10,Maroon,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Palm,Denna,Magovern,418-83-4589,451-79-2259,dmagovernny@google.cn,Male,10,20,Teal,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Ingra,Elaina,Pachmann,472-67-4593,705-96-8056,epachmannnz@themeforest.net,Male,16,16,Puce,Vendor,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Igor,Jewel,Heading,563-02-2710,260-15-9612,jheadingo0@unblog.fr,Male,17,10,Aquamarine,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P ACTT,Prod Staff
Jobina,Christy,Ellershaw,384-08-9196,484-14-5654,cellershawo1@yelp.com,Female,20,9,Blue,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Ludwig,Sophey,Dummigan,410-42-9744,871-55-0111,sdummigano2@w3.org,Male,1,6,Indigo,Vendor,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Karlan,Batsheva,Adnams,419-45-1772,581-43-8593,badnamso3@bloglines.com,Male,19,20,Mauv,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
Pia,Madonna,Crosbie,492-78-7998,657-66-5815,mcrosbieo4@fema.gov,Female,20,3,Goldenrod,Vendor,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Joyan,Valeda,Lechelle,803-50-7678,695-10-4804,vlechelleo5@latimes.com,Female,15,3,Fuscia,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Kitti,Pearle,Chatenier,128-43-5854,624-73-6906,pchateniero6@tamu.edu,Female,19,7,Red,Internal Mobility,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Mallory,Suzie,Lyttle,565-90-5552,404-92-4899,slyttleo7@yellowpages.com,Female,15,13,Green,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
Lilyan,Kacy,Semper,755-17-7220,792-90-5453,ksempero8@facebook.com,Female,16,9,Indigo,Referral,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Regine,Alice,Hartil,699-29-9192,149-12-9844,ahartilo9@google.pl,Female,13,10,Goldenrod,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,D3,SQL DBA
Grove,Aura,Willder,194-29-6775,235-44-7919,awillderoa@prweb.com,Male,12,17,Fuscia,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Rooney,Lee,Pride,501-73-5636,142-16-5249,lprideob@pagesperso-orange.fr,Male,19,1,Turquoise,Referral,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Cam,Stella,Jarman,265-32-5140,607-60-1389,sjarmanoc@psu.edu,Male,9,12,Crimson,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Cassi,Cinderella,Basant,127-62-5925,714-34-7349,cbasantod@ucla.edu,Female,11,20,Aquamarine,PDAT,Joined,FY20 P1,National,PROD STAFF,Securitization,Financial Technology
Edouard,Daisie,Buttfield,252-02-4678,549-95-9680,dbuttfieldoe@indiegogo.com,Male,3,16,Puce,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Mortimer,Cati,Camous,179-09-4861,564-38-6457,ccamousof@shinystat.com,Male,4,16,Fuscia,Internal Mobility,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Pippo,Maudie,Champneys,207-51-9863,572-23-1961,mchampneysog@opera.com,Male,14,3,Teal,Vendor,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
Geneva,Catina,McFie,765-09-0074,572-87-6674,cmcfieoh@furl.net,Female,14,19,Red,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Herc,Inna,Mills,262-65-7090,589-86-8079,imillsoi@tmall.com,Male,16,18,Aquamarine,PDAT,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Jermaine,Dinnie,Simonsson,754-15-3183,207-50-0419,dsimonssonoj@sbwire.com,Female,13,6,Green,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Emanuele,Sindee,Gagan,658-38-5916,105-54-9008,sgaganok@parallels.com,Male,16,14,Mauv,Referral,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Quintina,Tani,Outram,229-54-8678,355-81-7506,toutramol@google.com,Female,11,5,Aquamarine,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Melvyn,Kelsi,Hassewell,390-33-7669,237-05-7798,khassewellom@rediff.com,Male,15,3,Blue,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Lulita,Kaye,Rowcastle,135-67-2033,433-54-5313,krowcastleon@photobucket.com,Female,16,13,Turquoise,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Wildon,Kailey,Pessold,109-58-9538,871-74-8051,kpessoldoo@ca.gov,Male,15,10,Blue,Referral,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Hadrian,Jaymee,Mitchard,331-22-0486,350-69-2385,jmitchardop@dion.ne.jp,Male,8,12,Yellow,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Robenia,Naoma,Edison,323-97-7811,622-45-4124,nedisonoq@narod.ru,Female,6,13,Fuscia,CTH to FTE,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Winny,Audra,Giovanardi,731-79-0058,381-91-5447,agiovanardior@pinterest.com,Male,11,19,Aquamarine,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Gerrilee,Beatrix,Ivshin,732-61-1301,396-16-2779,bivshinos@is.gd,Female,17,7,Indigo,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P CIS,AFES
Leonelle,Gertruda,Seys,520-96-3711,390-06-3967,gseysot@storify.com,Female,10,9,Red,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Annis,Simonne,Gethins,572-40-7893,692-91-5277,sgethinsou@gmpg.org,Female,4,5,Goldenrod,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,Securitization,Financial Technology
Wade,Lorilyn,Whatling,204-01-0398,599-13-6657,lwhatlingov@nationalgeographic.com,Male,5,3,Maroon,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
Chev,Gates,Suthworth,794-90-4381,694-51-0938,gsuthworthow@php.net,Male,1,8,Violet,Vendor,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Mike,Terrye,Kleinschmidt,537-24-5029,405-90-4360,tkleinschmidtox@geocities.jp,Male,14,18,Green,Referral,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Morgana,Marjory,Clilverd,207-65-2083,764-19-8489,mclilverdoy@cbslocal.com,Female,8,15,Indigo,Net Sourcing,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Jarid,Sibbie,Kobel,208-18-9300,528-01-8445,skobeloz@ucsd.edu,Male,9,16,Maroon,Internal Mobility,Joined,FY20 P1,Forensic,PROD STAFF,D3,SQL DBA
Alexa,Iris,Spreckley,759-63-9179,340-47-7338,ispreckleyp0@army.mil,Female,14,3,Crimson,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Etienne,Klarika,Usmar,425-35-2798,792-64-6600,kusmarp1@techcrunch.com,Male,10,14,Violet,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Marlon,Roselia,Aslam,307-83-9548,753-19-8383,raslamp2@liveinternet.ru,Male,19,13,Goldenrod,Net Sourcing,Joined,FY20 P1,Forensic,PROD STAFF,MS&P LRA,TrueView
Heddie,Verena,Shelmerdine,133-57-0259,314-68-2484,vshelmerdinep3@bluehost.com,Female,5,20,Blue,Internal Mobility,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Stephana,Minne,Newberry,173-95-9543,308-68-8966,mnewberryp4@e-recht24.de,Female,12,4,Blue,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Lynnea,Charla,Zannotti,858-80-3346,443-74-3977,czannottip5@spiegel.de,Female,3,5,Blue,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Conant,Bobbie,Hadny,116-95-3732,863-71-4323,bhadnyp6@earthlink.net,Male,4,18,Red,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P LRA,TrueView
Avivah,Clemmie,Higginbottam,763-29-2823,399-77-5083,chigginbottamp7@intel.com,Female,15,6,Goldenrod,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Syd,Genny,Annakin,207-84-6344,469-95-3296,gannakinp8@e-recht24.de,Male,12,20,Green,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Renard,Trescha,Mosedill,199-61-3683,791-87-1390,tmosedillp9@ameblo.jp,Male,11,12,Indigo,Referral,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Cosetta,Melany,Kinnen,134-36-3283,443-30-0229,mkinnenpa@youtu.be,Female,16,12,Goldenrod,CTH to FTE,Joined,FY20 P1,Forensic,PROD STAFF,D3,SQL DBA
Otto,Brietta,Leibold,857-89-1848,726-66-2628,bleiboldpb@twitpic.com,Male,20,17,Maroon,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Obadiah,Stesha,Whatman,589-63-3803,221-74-6567,swhatmanpc@google.com.au,Male,1,9,Green,Net Sourcing,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Trumann,Christian,Rosier,583-64-2268,708-12-3415,crosierpd@dailymotion.com,Male,3,12,Red,PDAT,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Glynis,Rosanna,Yewman,894-43-9928,530-55-1843,ryewmanpe@amazon.com,Female,2,5,Crimson,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Nat,Koo,MacCoughan,728-68-0038,830-41-7969,kmaccoughanpf@baidu.com,Male,9,3,Teal,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Gaylene,Dede,Realy,797-64-6270,878-93-0302,drealypg@pcworld.com,Female,16,1,Maroon,Referral,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Derk,Paule,Pinnick,583-72-0321,303-13-7149,ppinnickph@tripadvisor.com,Male,15,4,Violet,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Rock,Hyacinthe,Abarough,472-88-9205,876-47-5672,habaroughpi@fotki.com,Male,14,6,Blue,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Meghan,Naoma,Lissandrini,322-95-7056,580-18-7048,nlissandrinipj@cloudflare.com,Female,18,10,Violet,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Nerta,Mikaela,Layzell,304-98-2660,331-71-3919,mlayzellpk@disqus.com,Female,6,1,Teal,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Esmeralda,Ericha,Moulson,695-23-6478,188-97-2413,emoulsonpl@privacy.gov.au,Female,6,1,Red,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Paula,Melinda,Visick,593-25-5841,228-66-4462,mvisickpm@jugem.jp,Female,12,8,Crimson,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Hilly,Eleonore,Flindall,496-27-1647,445-03-4957,eflindallpn@homestead.com,Male,19,6,Maroon,CTH to FTE,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
Perren,Ursula,Ruston,543-21-6439,772-13-3792,urustonpo@slideshare.net,Male,11,3,Pink,Net Sourcing,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
Darnell,Camila,Matthiesen,688-07-2962,681-54-4219,cmatthiesenpp@constantcontact.com,Male,15,4,Mauv,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,D3,SQL DBA
Toddie,Joni,Hallard,273-29-9790,288-09-0121,jhallardpq@ft.com,Male,3,9,Indigo,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Zelma,Sande,Cuppitt,318-53-2688,873-42-7892,scuppittpr@networksolutions.com,Female,10,4,Blue,CTH to FTE,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Stephan,Briny,Pesak,417-56-4250,453-22-4210,bpesakps@xrea.com,Male,14,5,Teal,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Shawna,Sidonnie,Guittet,162-06-2221,488-80-0921,sguittetpt@lycos.com,Female,5,12,Goldenrod,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Gearalt,Anna-diana,Neachell,140-58-0669,307-73-4162,aneachellpu@uiuc.edu,Male,9,10,Fuscia,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,Securitization,Financial Technology
Tedd,Jennifer,Ballchin,427-91-7041,601-75-9804,jballchinpv@phoca.cz,Male,14,2,Khaki,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Ludovika,Norina,Footer,608-06-0482,356-09-8040,nfooterpw@blinklist.com,Female,16,7,Crimson,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Theobald,Barby,Revans,462-04-5326,770-16-5657,brevanspx@cbslocal.com,Male,6,7,Indigo,Referral,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Regan,Harlie,Camplen,512-15-1746,237-29-6183,hcamplenpy@about.com,Male,20,9,Aquamarine,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Dania,Anabelle,Staten,599-31-0641,512-51-5456,astatenpz@ezinearticles.com,Female,20,18,Fuscia,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Nanine,Alene,Kaysor,633-38-1875,313-31-1746,akaysorq0@abc.net.au,Female,8,4,Blue,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Matthew,Lillian,Caplin,802-60-0307,845-80-5018,lcaplinq1@cbc.ca,Male,12,14,Red,Net Sourcing,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Valaree,Dorolice,Burder,745-32-0932,748-92-7512,dburderq2@digg.com,Female,9,19,Khaki,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Eachelle,Vina,Murrhaupt,667-16-7476,153-47-2371,vmurrhauptq3@census.gov,Female,20,10,Mauv,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
La verne,Katharina,Middlemiss,229-97-9968,866-99-1553,kmiddlemissq4@sourceforge.net,Female,10,6,Maroon,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Calypso,Estelle,Speachley,382-03-5177,876-83-0063,espeachleyq5@wiley.com,Female,15,11,Aquamarine,Referral,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Sherry,Monica,Giovannetti,448-09-5379,336-27-9981,mgiovannettiq6@twitter.com,Female,20,19,Mauv,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Evered,Twyla,Slewcock,876-45-4076,447-42-6846,tslewcockq7@vk.com,Male,10,3,Crimson,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Lynnet,Gretna,Barrington,765-81-2554,738-77-4832,gbarringtonq8@google.fr,Female,1,9,Red,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Duke,Danny,Trollope,238-10-6422,573-73-6024,dtrollopeq9@nifty.com,Male,9,19,Green,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
